province;red;green;blue;x;x
3678;100;10;178;RNW;RNW
3679;100;10;179;RNW;RNW
3680;100;10;180;RNW;RNW
3681;100;10;181;RNW;RNW
3682;100;10;182;RNW;RNW
3683;100;10;183;RNW;RNW
3684;100;10;184;RNW;RNW
3685;100;10;185;RNW;RNW
3686;100;10;186;RNW;RNW
3687;100;10;187;RNW;RNW
3688;100;10;188;RNW;RNW
3689;100;10;189;RNW;RNW
3690;100;10;190;RNW;RNW
3691;100;10;191;RNW;RNW
3692;100;10;192;RNW;RNW
3693;100;10;193;RNW;RNW
3694;100;10;194;RNW;RNW
3695;100;10;195;RNW;RNW
3696;100;10;196;RNW;RNW
3697;100;10;197;RNW;RNW
3698;100;10;198;RNW;RNW
3699;100;10;199;RNW;RNW
3700;100;11;100;RNW;RNW
3701;100;11;101;RNW;RNW
3702;100;11;102;RNW;RNW
3703;100;11;103;RNW;RNW
3704;100;11;104;RNW;RNW
3705;100;11;105;RNW;RNW
3706;100;11;106;RNW;RNW
3707;100;11;107;RNW;RNW
3708;100;11;108;RNW;RNW
3709;100;11;109;RNW;RNW
3710;100;11;110;RNW;RNW
3711;100;11;111;RNW;RNW
3712;100;11;112;RNW;RNW
3713;100;11;113;RNW;RNW
3714;100;11;114;RNW;RNW
3715;100;11;115;RNW;RNW
3716;100;11;116;RNW;RNW
3717;100;11;117;RNW;RNW
3718;100;11;118;RNW;RNW
3719;100;11;119;RNW;RNW
3720;100;11;120;RNW;RNW
3721;100;11;121;RNW;RNW
3722;100;11;122;RNW;RNW
3723;100;11;123;RNW;RNW
3724;100;11;124;RNW;RNW
3725;100;11;125;RNW;RNW
3726;100;11;126;RNW;RNW
3727;100;11;127;RNW;RNW
3728;100;11;128;RNW;RNW
3729;100;11;129;RNW;RNW
3730;100;11;130;RNW;RNW
3731;100;11;131;RNW;RNW
3732;100;11;132;RNW;RNW
3733;100;11;133;RNW;RNW
3734;100;11;134;RNW;RNW
3735;100;11;135;RNW;RNW
3736;100;11;136;RNW;RNW
3737;100;11;137;RNW;RNW
3738;100;11;138;RNW;RNW
3739;100;11;139;RNW;RNW
3740;100;11;140;RNW;RNW
3741;100;11;141;RNW;RNW
3742;100;11;142;RNW;RNW
3743;100;11;143;RNW;RNW
3744;100;11;144;RNW;RNW
3745;100;11;145;RNW;RNW
3746;100;11;146;RNW;RNW
3747;100;11;147;RNW;RNW
3748;100;11;148;RNW;RNW
3749;100;11;149;RNW;RNW
3750;100;11;150;RNW;RNW
3751;100;11;151;RNW;RNW
3752;100;11;152;RNW;RNW
3753;100;11;153;RNW;RNW
3754;100;11;154;RNW;RNW
3755;100;11;155;RNW;RNW
3756;100;11;156;RNW;RNW
3757;100;11;157;RNW;RNW
3758;100;11;158;RNW;RNW
3759;100;11;159;RNW;RNW
3760;100;11;160;RNW;RNW
3761;100;11;161;RNW;RNW
3762;100;11;162;RNW;RNW
3763;100;11;163;RNW;RNW
3764;100;11;164;RNW;RNW
3765;100;11;165;RNW;RNW
3766;100;11;166;RNW;RNW
3767;100;11;167;RNW;RNW
3768;100;11;168;RNW;RNW
3769;100;11;169;RNW;RNW
3770;100;11;170;RNW;RNW
3771;100;11;171;RNW;RNW
3772;100;11;172;RNW;RNW
3773;100;11;173;RNW;RNW
3774;100;11;174;RNW;RNW
3775;100;11;175;RNW;RNW
3776;100;11;176;RNW;RNW
3777;100;11;177;RNW;RNW
3778;100;11;178;RNW;RNW
3779;100;11;179;RNW;RNW
3780;100;11;180;RNW;RNW
3781;100;11;181;RNW;RNW
3782;100;11;182;RNW;RNW
3783;100;11;183;RNW;RNW
3784;100;11;184;RNW;RNW
3785;100;11;185;RNW;RNW
3786;100;11;186;RNW;RNW
3787;100;11;187;RNW;RNW
3788;100;11;188;RNW;RNW
3789;100;11;189;RNW;RNW
3790;100;11;190;RNW;RNW
3791;100;11;191;RNW;RNW
3792;100;11;192;RNW;RNW
3793;100;11;193;RNW;RNW
3794;100;11;194;RNW;RNW
3795;100;11;195;RNW;RNW
3796;100;11;196;RNW;RNW
3797;100;11;197;RNW;RNW
3798;100;11;198;RNW;RNW
3799;100;11;199;RNW;RNW
3800;100;12;100;RNW;RNW
3801;100;12;101;RNW;RNW
3802;100;12;102;RNW;RNW
3803;100;12;103;RNW;RNW
3804;100;12;104;RNW;RNW
3805;100;12;105;RNW;RNW
3806;100;12;106;RNW;RNW
3807;100;12;107;RNW;RNW
3808;100;12;108;RNW;RNW
3809;100;12;109;RNW;RNW
3810;100;12;110;RNW;RNW
3811;100;12;111;RNW;RNW
3812;100;12;112;RNW;RNW
3813;100;12;113;RNW;RNW
3814;100;12;114;RNW;RNW
3815;100;12;115;RNW;RNW
3816;100;12;116;RNW;RNW
3817;100;12;117;RNW;RNW
3818;100;12;118;RNW;RNW
3819;100;12;119;RNW;RNW
3820;100;12;120;RNW;RNW
3821;100;12;121;RNW;RNW
3822;100;12;122;RNW;RNW
3823;100;12;123;RNW;RNW
3824;100;12;124;RNW;RNW
3825;100;12;125;RNW;RNW
3826;100;12;126;RNW;RNW
3827;100;12;127;RNW;RNW
3828;100;12;128;RNW;RNW
3829;100;12;129;RNW;RNW
3830;100;12;130;RNW;RNW
3831;100;12;131;RNW;RNW
3832;100;12;132;RNW;RNW
3833;100;12;133;RNW;RNW
3834;100;12;134;RNW;RNW
3835;100;12;135;RNW;RNW
3836;100;12;136;RNW;RNW
3837;100;12;137;RNW;RNW
3838;100;12;138;RNW;RNW
3839;100;12;139;RNW;RNW
3840;100;12;140;RNW;RNW
3841;100;12;141;RNW;RNW
3842;100;12;142;RNW;RNW
3843;100;12;143;RNW;RNW
3844;100;12;144;RNW;RNW
3845;100;12;145;RNW;RNW
3846;100;12;146;RNW;RNW
3847;100;12;147;RNW;RNW
3848;100;12;148;RNW;RNW
3849;100;12;149;RNW;RNW
3850;100;12;150;RNW;RNW
3851;100;12;151;RNW;RNW
3852;100;12;152;RNW;RNW
3853;100;12;153;RNW;RNW
3854;100;12;154;RNW;RNW
3855;100;12;155;RNW;RNW
3856;100;12;156;RNW;RNW
3857;100;12;157;RNW;RNW
3858;100;12;158;RNW;RNW
3859;100;12;159;RNW;RNW
3860;100;12;160;RNW;RNW
3861;100;12;161;RNW;RNW
3862;100;12;162;RNW;RNW
3863;100;12;163;RNW;RNW
3864;100;12;164;RNW;RNW
3865;100;12;165;RNW;RNW
3866;100;12;166;RNW;RNW
3867;100;12;167;RNW;RNW
3868;100;12;168;RNW;RNW
3869;100;12;169;RNW;RNW
3870;100;12;170;RNW;RNW
3871;100;12;171;RNW;RNW
3872;100;12;172;RNW;RNW
3873;100;12;173;RNW;RNW
3874;100;12;174;RNW;RNW
3875;100;12;175;RNW;RNW
3876;100;12;176;RNW;RNW
3877;100;12;177;RNW;RNW
3878;100;12;178;RNW;RNW
3879;100;12;179;RNW;RNW
3880;100;12;180;RNW;RNW
3881;100;12;181;RNW;RNW
3882;100;12;182;RNW;RNW
3883;100;12;183;RNW;RNW
3884;100;12;184;RNW;RNW
3885;100;12;185;RNW;RNW
3886;100;12;186;RNW;RNW
3887;100;12;187;RNW;RNW
3888;100;12;188;RNW;RNW
3889;100;12;189;RNW;RNW
3890;100;12;190;RNW;RNW
3891;100;12;191;RNW;RNW
3892;100;12;192;RNW;RNW
3893;100;12;193;RNW;RNW
3894;100;12;194;RNW;RNW
3895;100;12;195;RNW;RNW
3896;100;12;196;RNW;RNW
3897;100;12;197;RNW;RNW
3898;100;12;198;RNW;RNW
3899;100;12;199;RNW;RNW
3900;100;13;100;RNW;RNW
3901;100;13;101;RNW;RNW
3902;100;13;102;RNW;RNW
3903;100;13;103;RNW;RNW
3904;100;13;104;RNW;RNW
3905;100;13;105;RNW;RNW
3906;100;13;106;RNW;RNW
3907;100;13;107;RNW;RNW
3908;100;13;108;RNW;RNW
3909;100;13;109;RNW;RNW
3910;100;13;110;RNW;RNW
3911;100;13;111;RNW;RNW
3912;100;13;112;RNW;RNW
3913;100;13;113;RNW;RNW
3914;100;13;114;RNW;RNW
3915;100;13;115;RNW;RNW
3916;100;13;116;RNW;RNW
3917;100;13;117;RNW;RNW
3918;100;13;118;RNW;RNW
3919;100;13;119;RNW;RNW
3920;100;13;120;RNW;RNW
3921;100;13;121;RNW;RNW
3922;100;13;122;RNW;RNW
3923;100;13;123;RNW;RNW
3924;100;13;124;RNW;RNW
3925;100;13;125;RNW;RNW
3926;100;13;126;RNW;RNW
3927;100;13;127;RNW;RNW
3928;100;13;128;RNW;RNW
3929;100;13;129;RNW;RNW
3930;100;13;130;RNW;RNW
3931;100;13;131;RNW;RNW
3932;100;13;132;RNW;RNW
3933;100;13;133;RNW;RNW
3934;100;13;134;RNW;RNW
3935;100;13;135;RNW;RNW
3936;100;13;136;RNW;RNW
3937;100;13;137;RNW;RNW
3938;100;13;138;RNW;RNW
3939;100;13;139;RNW;RNW
3940;100;13;140;RNW;RNW
3941;100;13;141;RNW;RNW
3942;100;13;142;RNW;RNW
3943;100;13;143;RNW;RNW
3944;100;13;144;RNW;RNW
3945;100;13;145;RNW;RNW
3946;100;13;146;RNW;RNW
3947;100;13;147;RNW;RNW
3948;100;13;148;RNW;RNW
3949;100;13;149;RNW;RNW
3950;100;13;150;RNW;RNW
3951;100;13;151;RNW;RNW
3952;100;13;152;RNW;RNW
3953;100;13;153;RNW;RNW
3954;100;13;154;RNW;RNW
3955;100;13;155;RNW;RNW
3956;100;13;156;RNW;RNW
3957;100;13;157;RNW;RNW
3958;100;13;158;RNW;RNW
3959;100;13;159;RNW;RNW
3960;100;13;160;RNW;RNW
3961;100;13;161;RNW;RNW
3962;100;13;162;RNW;RNW
3963;100;13;163;RNW;RNW
3964;100;13;164;RNW;RNW
3965;100;13;165;RNW;RNW
3966;100;13;166;RNW;RNW
3967;100;13;167;RNW;RNW
3968;100;13;168;RNW;RNW
3969;100;13;169;RNW;RNW
3970;100;13;170;RNW;RNW
3971;100;13;171;RNW;RNW
3972;100;13;172;RNW;RNW
3973;100;13;173;RNW;RNW
3974;100;13;174;RNW;RNW
3975;100;13;175;RNW;RNW
3976;100;13;176;RNW;RNW
3977;100;13;177;RNW;RNW
3978;100;13;178;RNW;RNW
3979;100;13;179;RNW;RNW
3980;100;13;180;RNW;RNW
3981;100;13;181;RNW;RNW
3982;100;13;182;RNW;RNW
3983;100;13;183;RNW;RNW
3984;100;13;184;RNW;RNW
3985;100;13;185;RNW;RNW
3986;100;13;186;RNW;RNW
3987;100;13;187;RNW;RNW
3988;100;13;188;RNW;RNW
3989;100;13;189;RNW;RNW
3990;100;13;190;RNW;RNW
3991;100;13;191;RNW;RNW
3992;100;13;192;RNW;RNW
3993;100;13;193;RNW;RNW
3994;100;13;194;RNW;RNW
3995;100;13;195;RNW;RNW
3996;100;13;196;RNW;RNW
3997;100;13;197;RNW;RNW
3998;100;13;198;RNW;RNW
3999;100;13;199;RNW;RNW
4000;100;14;100;RNW;RNW
4001;100;14;101;RNW;RNW
4002;100;14;102;RNW;RNW
4003;100;14;103;RNW;RNW
4004;100;14;104;RNW;RNW
4005;100;14;105;RNW;RNW
4006;100;14;106;RNW;RNW
4007;100;14;107;RNW;RNW
4008;100;14;108;RNW;RNW
4009;100;14;109;RNW;RNW
4010;100;14;110;RNW;RNW
4011;100;14;111;RNW;RNW
4012;100;14;112;RNW;RNW
4013;100;14;113;RNW;RNW
4014;100;14;114;RNW;RNW
4015;100;14;115;RNW;RNW
4016;100;14;116;RNW;RNW
4017;100;14;117;RNW;RNW
4018;100;14;118;RNW;RNW
4019;100;14;119;RNW;RNW
4020;239;204;149;Comoros;Comoros
4021;244;97;32;Antankara;Antankara
4022;217;166;43;Iboina;Iboina
4023;142;185;186;Tsimihety;Tsimihety
4024;100;201;61;Maroantsetra;Maroantsetra
4025;38;83;21;Vatomandry;Vatomandry
4026;169;74;32;Antemoro;Antemoro
4027;215;80;147;Betsileo;Betsileo
4028;79;160;47;Mahafaly;Mahafaly
4029;139;53;205;Antanosy;Antanosy
4030;185;135;224;Bara;Bara
4031;201;54;85;Antsalova;Antsalova
4032;222;145;161;Fiherana;Fiherana
4033;217;108;129;Al Qadirif;Al Qadirif
4034;155;61;79;Makua;Makua
4035;227;164;55;Ngindo;Ngindo
4036;234;204;150;Wayao;Wayao
4037;200;19;117;Katsekera;Katsekera
4038;49;155;99;Lolo;Lolo
4039;38;234;130;Lundu;Lundu
4040;44;52;201;Kalonga;Kalonga
4041;145;165;177;Kinga;Kinga
4042;220;30;106;Makonde;Makonde
4043;171;67;109;Phangwa;Phangwa
4044;219;159;183;Ngonde;Ngonde
4045;44;123;42;Tumbuka;Tumbuka
4046;106;189;104;Lala;Lala
4047;33;220;28;Nsenga;Nsenga
4048;225;80;159;Lomwe;Lomwe
4049;123;127;208;Ibo;Ibo
4050;210;164;53;Luangwa;Luangwa
4051;46;174;176;Ewaso Ngiro;Ewaso Ngiro
4052;28;134;135;Dawa;Dawa
4053;208;113;137;Turkana;Turkana
4054;57;112;35;Kuria;Kuria
4055;169;127;77;Shamba;Shamba
4056;234;32;70;Gogo;Gogo
4057;78;126;60;Nyatura;Nyatura
4058;30;188;53;Zigua;Zigua
4059;215;196;132;Shaga;Shaga
4060;215;17;73;Kikuyu;Kikuyu
4061;141;193;135;Buzinza;Buzinza
4062;57;208;42;Basoga;Basoga
4063;203;160;93;Karagwe;Karagwe
4064;172;118;32;Buganda;Buganda
4065;220;52;0;Bunyoro;Bunyoro
4066;187;203;173;Ndorwe;Ndorwe
4067;133;213;62;Nduga;Nduga
4068;97;177;26;Buzozo;Buzozo
4069;28;191;70;Bushubi;Bushubi
4070;219;44;196;Nkoma;Nkoma
4071;207;205;37;Buyogoma;Buyogoma
4072;181;113;48;Ruguru;Ruguru
4073;227;125;26;Hehe;Hehe
4074;239;192;146;Pubungo;Pubungo
4075;191;117;46;Lango;Lango
4076;53;152;36;Muhambwe;Muhambwe
4077;145;76;136;Rukwa;Rukwa
4078;219;94;40;Mayumba;Mayumba
4079;220;158;209;Ngoyo;Ngoyo
4080;120;115;207;Soyo;Soyo
4081;82;225;176;Tyo;Tyo
4082;217;90;204;Kasanje;Kasanje
4083;217;173;199;Shinje;Shinje
4084;32;114;111;Malem;Malem
4085;87;220;115;Yaka;Yaka
4086;219;217;53;Nunu;Nunu
4087;52;121;25;Kumbana;Kumbana
4088;213;60;93;Munene;Munene
4089;96;201;25;Kuba;Kuba
4090;219;217;76;Songye;Songye
4091;101;224;33;Mpasu;Mpasu
4092;140;15;150;Rund;Rund
4093;150;15;175;Lwena;Lwena
4094;160;15;200;Chokwe;Chokwe
4095;170;15;100;Ishindi;Ishindi
4096;180;15;150;Kalundwe;Kalundwe
4097;190;15;175;Luba;Luba
4098;200;15;200;Upemba;Upemba
4099;210;15;100;Hemba;Hemba
4100;220;15;150;Luapala;Luapala
4101;230;15;175;Lualaba;Lualaba
4102;240;15;200;Bemba;Bemba
4103;250;15;100;Tabwa;Tabwa
4104;207;15;150;Lamba;Lamba
4105;207;15;175;Kusu;Kusu
4106;207;15;200;Lenje;Lenje
4107;197;15;100;Kanongesha;Kanongesha
4108;207;15;100;Kaonde;Kaonde
4109;197;15;150;Lega;Lega
4110;231;127;43;Sutherland;Sutherland
4111;119;212;150;Saintonge;Saintonge
4112;157;124;213;Aurilac;Aurilac
4113;103;160;108;Uleaborg;Uleaborg
4114;145;85;134;Lule?;Lule?
4115;156;39;189;Mazyr;Mazyr
4116;119;162;166;Belyov;Belyov
4117;205;163;151;Bezhetsk;Bezhetsk
4118;180;212;180;Desmond;Desmond
4119;177;112;53;Sligo;Sligo
4120;160;91;132;Kildare;Kildare
4121;185;241;202;Ulster;Ulster
4122;43;136;207;Shenkursk;Shenkursk
4123;43;106;43;Birkaland;Birkaland
4124;109;195;109;Kexholm;Kexholm
4125;210;205;68;Szolnok;Szolnok
4126;229;71;55;Bacs;Bacs
4127;146;198;217;Turda;Turda
4128;142;201;142;Kiralyf?ld;Kiralyf?ld
4129;53;164;53;Ust-Vym;Ust-Vym
4130;222;47;96;Somerset;Somerset
4131;227;54;54;Nanbu;Nanbu
4132;70;229;231;Mweru;Mweru
4133;88;239;241;Kivu;Kivu
4134;103;216;217;Rutanzige;Rutanzige
4135;139;230;231;Lake Albert;Lake Albert
4136;45;225;227;Zaysan;Zaysan
4137;79;222;224;Alakol;Alakol
4138;40;196;198;Issyk-Kul;Issyk-Kul
4139;54;54;236;Ouluj?rvi;Ouluj?rvi
4140;34;34;210;Saimaa;Saimaa
4141;207;42;19;Ditmarschen;Ditmarschen
4142;198;219;57;Aarhus;Aarhus
4143;127;186;98;Sm?lenene;Sm?lenene
4144;222;69;44;Bratsberg;Bratsberg
4145;201;191;169;Agdesiden;Agdesiden
4146;225;223;19;Jotenheimen;Jotenheimen
4147;74;217;74;Rostov;Rostov
4148;222;151;200;Luki;Luki
4149;44;184;44;Kolding;Kolding
4150;145;151;212;??vora;??vora
4151;208;10;168;Kuusamo;Kuusamo
4152;113;153;0;Enare;Enare
4153;225;223;21;Scandes;Scandes
4154;225;223;23;Pyrenees;Pyrenees
4155;225;223;25;Carpathians;Carpathians
4156;225;223;27;Caucasus;Caucasus
4157;225;223;29;The Alps;The Alps
4158;117;150;26;Janjero;Janjero
4159;237;230;38;Alps2;Alps2
4160;224;220;117;Alps3;Alps3
4161;208;202;39;Alps4;Alps4
4162;231;224;22;Alps5;Alps5
4163;220;144;23;Elfsborg;Elfsborg
4164;150;213;76;Dalsland;Dalsland
4165;220;78;202;G?inge;G?inge
4166;54;157;76;Tioh?rad/V?rend;Tioh?rad/V?rend
4167;195;207;97;High Atlas;High Atlas
4168;135;142;79;High Atlas2;High Atlas2
4169;222;203;239;Aures;Aures
4170;111;33;184;Zagros;Zagros
4171;176;122;149;Abarquh;Abarquh
4172;22;236;239;Zagros2;Zagros2
4173;106;34;172;Syrmia;Syrmia
4174;200;147;147;Durres;Durres
4175;15;161;198;Lezhe;Lezhe
4176;81;63;217;Branicevo;Branicevo
4177;222;79;239;Elburz;Elburz
4178;16;119;24;Pontic Mountains;Pontic Mountains
4179;24;212;37;Armenian Highlands;Armenian Highlands
4180;224;105;71;Hyuga;Hyuga
4181;171;64;58;Higo;Higo
4182;222;162;158;Hizen;Hizen
4183;148;243;182;Iwami;Iwami
4184;29;167;101;Bizen;Bizen
4185;136;40;113;Tango;Tango
4186;164;211;156;Iyo;Iyo
4187;137;170;36;Kii;Kii
4188;219;191;83;Shinano;Shinano
4189;183;128;213;Sagami;Sagami
4190;74;53;198;Shimousa;Shimousa
4191;150;104;225;Shimotsuke;Shimotsuke
4192;207;150;214;Ugo;Ugo
4193;102;179;145;Oshima;Oshima
4194;94;52;48;Yongping;Yongping
4195;151;185;125;Zhending;Zhending
4196;104;143;106;Haizhou;Haizhou
4197;148;197;227;Huangzhou;Huangzhou
4198;56;144;141;Fengxiang;Fengxiang
4199;45;117;59;Tongren;Tongren
4200;29;161;216;Hulan;Hulan
4201;44;97;35;Jianzhou;Jianzhou
4202;186;143;58;Taining;Taining
4203;89;66;107;Ju Ud;Ju Ud
4204;44;45;128;Anding;Anding
4205;35;68;112;Nagchu;Nagchu
4206;38;129;72;Balikul;Balikul
4207;129;51;84;Turpan;Turpan
4208;196;198;53;Qurqara-usu;Qurqara-usu
4209;129;112;172;Maralbexi;Maralbexi
4210;101;69;107;Yangi Hissar;Yangi Hissar
4211;72;32;16;Dazhou;Dazhou
4212;122;61;105;Jiazhou;Jiazhou
4213;40;46;10;Luzhou;Luzhou
4214;26;53;83;Kalar;Kalar
4215;22;100;123;Fudali;Fudali
4216;74;143;77;Ulch;Ulch
4217;52;80;119;Pijin;Pijin
4218;69;105;171;Buteha;Buteha
4219;117;42;41;Bayan Tumen;Bayan Tumen
4220;44;113;137;Khiagt;Khiagt
4221;148;144;46;Dundgovi;Dundgovi
4222;50;81;144;Ulaangom;Ulaangom
4223;209;115;2;Hetao;Hetao
4224;36;150;179;Tokai Sea;Tokai Sea
4225;64;173;200;Coast of Hokkaido;Coast of Hokkaido
4226;29;124;148;North Japan Basin;North Japan Basin
4227;105;96;64;Daegu;Daegu
4228;195;44;140;Naju;Naju
4229;188;200;56;Chungju;Chungju
4230;158;186;44;Suwon;Suwon
4231;231;184;20;Haeju;Haeju
4232;145;81;35;Ganggye;Ganggye
4233;31;182;184;Bahai Sea;Bahai Sea
4234;45;117;167;Eastern Yellow Sea;Eastern Yellow Sea
4235;144;225;232;Vistula Lagoon;Vistula Lagoon
4236;255;0;0;Trencin;Trencin
4237;48;237;244;Olomouc;Olomouc
4238;37;208;93;Liegnitz;Liegnitz
4239;239;10;10;Belgrade;Belgrade
4240;89;225;36;Fejer;Fejer
4241;203;127;53;Wenden;Wenden
4242;35;224;48;Ula;Ula
4243;239;225;69;Toropets;Toropets
4244;170;114;128;Starodub;Starodub
4245;69;133;239;Vyazma;Vyazma
4246;152;182;201;Mstislav;Mstislav
4247;34;217;219;Owrucz;Owrucz
4248;215;30;112;Kashin;Kashin
4249;141;220;172;Zubtsov;Zubtsov
4250;153;30;210;Mologa;Mologa
4251;46;39;195;Mozhaisk;Mozhaisk
4252;83;167;188;Kolomna;Kolomna
4253;15;241;244;Yuriev;Yuriev
4254;222;17;17;Starodub;Starodub
4255;215;103;103;Pronsk;Pronsk
4256;44;142;46;Solvychegodsk;Solvychegodsk
4257;44;152;95;Mezen;Mezen
4258;9;169;133;Onega;Onega
4259;201;146;58;Velsk;Velsk
4260;79;181;81;Vyshny Volochyok;Vyshny Volochyok
4261;166;50;94;Ustyuzhna;Ustyuzhna
4262;31;227;36;Totma;Totma
4263;171;13;54;Sol Galitskaya;Sol Galitskaya
4264;159;200;147;Tetyushi;Tetyushi
4265;39;208;178;Ar-Chally;Ar-Chally
4266;191;107;198;Izhkar;Izhkar
4267;198;197;95;Bolgar;Bolgar
4268;213;56;56;Aqabah;Aqabah
4269;214;231;24;Al Wajh;Al Wajh
4270;209;227;59;Azraq;Azraq
4271;91;196;33;Suwayda;Suwayda
4272;255;14;59;Al Jawf;Al Jawf
4273;127;84;164;Al-Kariatan;Al-Kariatan
4274;31;210;90;Sudayr;Sudayr
4275;53;200;195;Al-Yamamah;Al-Yamamah
4276;188;102;18;Jabal Tubaiq;Jabal Tubaiq
4277;219;23;88;Taifa;Taifa
4278;69;59;200;Qunfudhah;Qunfudhah
4279;67;107;179;Zabid;Zabid
4280;215;128;24;Taiz;Taiz
4281;67;191;24;Dhamar;Dhamar
4282;210;179;54;Sahda;Sahda
4283;224;24;38;Shihr;Shihr
4284;99;150;71;Al Ghayda;Al Ghayda
4285;181;124;124;Baraimi Oasis;Baraimi Oasis
4286;187;208;10;Sur;Sur
4287;200;92;20;Ibra;Ibra
4288;83;203;86;Shatt;Shatt
4289;17;195;138;Shushtar;Shushtar
4290;79;184;27;Hoveyzeh;Hoveyzeh
4291;168;219;32;Qazaniya;Qazaniya
4292;53;76;176;Mardin;Mardin
4293;212;79;154;Arbil;Arbil
4294;150;146;41;Sulimaniyeh;Sulimaniyeh
4295;48;167;51;Hisn Kayfa;Hisn Kayfa
4296;116;62;183;Bitlis;Bitlis
4297;99;32;200;Homs;Homs
4298;231;78;10;Ayntab;Ayntab
4299;70;198;70;Shamakhi;Shamakhi
4300;225;205;36;Mianeh;Mianeh
4301;232;184;55;Gori;Gori
4302;13;94;109;Bayazid;Bayazid
4303;213;197;16;Oltu;Oltu
4304;184;111;111;Khoy;Khoy
4305;210;42;42;Shaki;Shaki
4306;117;109;201;Khumuk;Khumuk
4307;134;177;141;Aksaray;Aksaray
4308;69;25;75;Denizli;Denizli
4309;118;176;123;Aydin;Aydin
4310;135;155;105;Divrigi;Divrigi
4311;67;121;108;Karahisar;Karahisar
4312;105;195;57;Sultan?n??;Sultan?n??
4313;94;189;108;Kangiri;Kangiri
4314;159;73;73;Kirshehir;Kirshehir
4315;124;60;86;Tokat;Tokat
4316;51;172;108;Mansura;Mansura
4317;99;77;195;Buhaira;Buhaira
4318;63;128;27;Atfih;Atfih
4319;163;183;82;Isna;Isna
4320;195;83;191;Girga;Girga
4321;121;21;154;Eastern Desert;Eastern Desert
4322;184;65;29;Eastern Desert;Eastern Desert
4323;224;40;15;Farafreh;Farafreh
4324;149;186;149;Ghuriyan;Ghuriyan
4325;222;47;29;Sarakhs;Sarakhs
4326;134;196;131;Nishapur;Nishapur
4327;244;221;131;Jask;Jask
4328;143;34;255;Chagai;Chagai
4329;96;128;136;Fasa;Fasa
4330;54;193;106;Darab;Darab
4331;212;14;89;Kazarun;Kazarun
4332;112;120;148;Siraf;Siraf
4333;104;180;181;Dahlak Archipelago;Dahlak Archipelago
4334;224;12;72;Tabas;Tabas
4335;236;112;20;Kashan;Kashan
4336;215;155;85;Tus;Tus
4337;73;158;166;Savah;Savah
4338;201;70;30;Soltanieh;Soltanieh
4339;208;71;200;Rasht;Rasht
4340;88;224;142;Astara;Astara
4341;191;220;33;Sari;Sari
4342;208;198;117;Malamir;Malamir
4343;208;26;73;Termez;Termez
4344;178;231;94;Kish;Kish
4345;155;155;198;Saidabad;Saidabad
4346;149;226;227;Qamr Bay;Qamr Bay
4347;144;206;207;Pirate Coast;Pirate Coast
4348;198;47;101;Ifuago;Ifuago
4349;105;219;142;Laguna;Laguna
4350;154;86;212;Mindoro;Mindoro
4351;104;196;152;Buglas;Buglas
4352;219;168;88;Cebu;Cebu
4353;89;35;145;Leyte;Leyte
4354;135;77;125;Zamboanga;Zamboanga
4355;248;245;172;Caraga;Caraga
4356;201;167;29;Taytay;Taytay
4357;125;226;241;Visayan Sea;Visayan Sea
4358;112;219;220;Cuyo Archipelago;Cuyo Archipelago
4359;185;227;40;Ise;Ise
4360;235;159;33;Mikawa;Mikawa
4361;203;124;124;East March;East March
4362;220;22;22;West March;West March
4363;212;118;56;Argyll;Argyll
4364;236;203;22;Inner Hebrides;Inner Hebrides
4365;177;171;135;Mann;Mann
4366;196;128;0;Montgomery;Montgomery
4367;219;150;147;Hull;Hull
4368;231;51;43;Scarborough;Scarborough
4369;221;244;212;Carmarthen;Carmarthen
4370;115;143;176;Cambridgeshire;Cambridgeshire
4371;146;207;152;Sussex;Sussex
4372;207;182;116;Coventry;Coventry
4373;161;114;192;Devon;Devon
4374;155;153;90;Dorset;Dorset
4375;229;133;39;Chester;Chester
4376;160;66;61;Leicester;Leicester
4377;91;132;207;Ormond;Ormond
4378;207;145;145;Kinsale;Kinsale
4379;181;38;38;Middlands;Middlands
4380;186;74;52;Donegal;Donegal
4381;24;57;119;Oversticht;Oversticht
4382;213;194;38;Ommeland;Ommeland
4383;220;189;139;Haag;Haag
4384;234;156;30;Rennes;Rennes
4385;206;210;106;Cotentin;Cotentin
4386;153;88;207;Vendee;Vendee
4387;227;104;55;Angouleme;Angouleme
4388;90;50;219;Chartres;Chartres
4389;212;131;52;Touraine;Touraine
4390;154;146;0;Troyes;Troyes
4391;208;37;117;Vivarais;Vivarais
4392;227;148;148;Auxerrois;Auxerrois
4393;181;227;89;Tabayin;Tabayin
4394;223;76;249;Salin;Salin
4395;7;183;221;Yamethin;Yamethin
4396;38;227;36;Prome;Prome
4397;87;141;35;Yawnghwe;Yawnghwe
4398;145;54;67;Mawkmai;Mawkmai
4399;209;206;232;Dagon;Dagon
4400;4;138;139;Naga Hills;Naga Hills
4401;99;2;220;Arakan Mountains;Arakan Mountains
4402;8;19;70;Gaoligong Mountains;Gaoligong Mountains
4403;174;133;74;Hengduan Mountains;Hengduan Mountains
4404;186;179;78;Minsin;Minsin
4405;135;83;198;Katha;Katha
4406;131;123;246;Mong Kung;Mong Kung
4407;231;58;53;Ruhunu;Ruhunu
4408;227;170;169;Salavata;Salavata
4409;154;153;27;Trincomale;Trincomale
4410;166;186;106;Kumari;Kumari
